"0","985","1244","898","1030","1121","985","906","985","602","1044","1020","1061","1004","1096","955","956","1242","1063","787","1058","1108","1464","861","1259","1113","996","832","1411","452"
"950","0","603","884","752","714","488","725","480","709","417","189","427","458","278","288","639","505","694","725","431","396","918","473","618","706","477","770","865","808"
"1105","599","0","1038","660","693","442","692","730","843","830","647","481","748","631","745","694","765","510","771","803","529","1176","604","15","685","740","756","1155","962"
"844","776","838","0","646","758","819","618","776","324","835","810","776","795","887","746","533","956","699","485","849","819","1255","652","853","750","787","645","1201","701"
"913","814","489","770","0","519","523","294","815","474","874","849","538","834","873","784","254","729","424","333","888","580","1041","545","504","511","825","317","1032","770"
"1247","852","843","919","655","0","929","428","929","622","925","962","503","948","838","899","625","720","463","575","994","545","1160","805","857","217","940","615","1150","931"
"803","546","617","697","600","724","0","619","693","401","752","595","629","712","658","663","525","810","665","355","766","676","1172","162","631","716","703","402","1118","660"
"992","749","573","773","254","342","725","0","749","477","808","784","586","768","922","719","447","694","437","430","822","629","1060","625","587","278","760","470","1050","676"
"1152","642","985","1086","954","1074","792","927","0","911","418","587","686","364","662","436","841","528","1008","927","432","773","816","675","999","1088","383","972","763","1010"
"570","752","571","296","444","491","495","352","752","0","811","787","510","771","845","722","331","690","432","161","825","552","1013","379","586","483","763","321","1004","428"
"1085","321","828","996","887","838","716","788","457","844","0","223","403","464","299","293","774","289","811","822","69","453","848","607","843","830","483","905","870","942"
"1159","237","696","1093","956","695","593","846","618","869","274","0","384","695","215","525","871","373","668","821","344","353","879","682","710","687","714","861","870","1017"
"1127","393","557","904","667","435","464","514","706","608","422","503","0","707","379","621","610","283","448","561","491","86","883","626","572","427","699","600","874","905"
"942","364","782","876","744","893","667","717","235","701","294","280","606","0","369","152","631","462","750","717","308","575","670","465","796","885","19","762","617","800"
"973","22","625","906","775","736","510","747","502","731","419","145","449","480","0","310","662","527","716","747","453","418","940","495","640","728","499","792","887","830"
"944","403","821","806","746","932","584","718","407","717","286","338","645","367","427","0","633","520","712","718","300","614","827","466","836","924","386","764","773","801"
"841","780","569","698","284","596","388","371","864","402","923","828","615","883","874","834","0","806","501","261","937","657","1119","409","584","588","875","245","1109","698"
"1232","501","815","1092","925","645","722","688","523","796","329","547","258","631","478","522","798","0","706","749","393","344","1034","754","830","684","650","788","1024","1079"
"972","691","371","723","346","413","603","378","682","586","741","716","432","701","669","652","500","689","0","578","755","474","941","558","386","405","693","563","931","774"
"832","879","656","689","336","691","486","466","963","393","1022","927","710","981","973","932","223","900","596","0","1036","752","1213","507","671","683","973","182","1204","689"
"1146","252","759","1083","1019","871","647","1051","571","904","428","154","540","550","230","379","835","527","822","920","0","508","1010","668","774","863","568","966","956","1003"
"1105","440","535","882","645","412","442","563","735","586","508","550","85","754","426","667","588","369","426","538","577","0","861","604","550","405","746","578","851","930"
"1521","860","1274","1340","1100","1112","1216","962","883","1044","880","983","1007","845","838","897","1046","978","894","996","949","976","0","1044","1289","1049","864","1036","297","1314"
"779","601","548","589","531","700","294","550","586","333","645","650","703","605","713","556","456","865","680","286","659","750","1065","0","563","692","597","334","1011","637"
"1090","584","312","1023","645","678","428","678","715","829","816","632","467","734","617","731","679","750","495","757","788","514","1161","589","0","671","726","741","1140","948"
"1110","800","756","832","518","192","876","291","843","536","872","909","450","862","785","813","539","733","376","489","942","492","1074","719","771","0","854","528","1064","795"
"923","345","763","857","725","874","648","698","216","682","275","261","587","226","350","133","612","443","731","698","289","556","764","446","778","866","0","743","710","781"
"732","842","795","600","432","653","535","579","875","304","933","891","672","893","954","844","319","852","594","113","947","714","1175","419","810","645","885","0","1166","590"
"1560","899","1313","1379","1139","1151","1255","1001","1070","1083","919","1022","1046","948","877","936","1085","1017","933","1035","988","1015","200","1083","1328","1088","967","1075","0","1353"
"469","690","950","603","735","826","690","709","691","307","750","725","766","710","802","660","662","947","768","492","764","813","1170","567","964","819","701","537","1116","0"
